Entry	CBB_01	CBB_02	CBB_03	rGlyP_07	rGlyP_08	rGlyP_09	CBB_UP_01	CBB_UP_02	CBB_UP_03	rGlyP_UP_07	rGlyP_UP_08	rGlyP_UP_09	CBB_01_imputado	CBB_02_imputado	CBB_03_imputado	rGlyP_07_imputado	rGlyP_08_imputado	rGlyP_09_imputado	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	KEGG	log2FC	p_value	neg_log10_p	p_adj_fdr
Q0JYW8	20.209910954011058	20.82276469775347	19.38385316019909	21.913922497189755	22.608543892321208	22.239797027416724	0	2	0	1	2	2	Si	No	Si	No	No	No	Q0JYW8_CUPNH	Probable extra-cytoplasmic solute receptor (Tripartite tricarboxylate transporter substrate binding protein)	H16_B2274 E6A55_30660	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	320						reh:H16_B2274	2.115244868321362	0.010246423581509944	1.5788182356416611	0.026374349949986376
Q0JYY5	23.46872985727836	23.35433244856854	23.151303981732415	24.6226756247245	24.51657501812847	24.518682183036	3	4	4	5	5	5	No	No	No	No	No	No	Q0JYY5_CUPNH	Lipoprotein	H16_B2257	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	250						reh:H16_B2257	1.2278555127698816	0.00024490510074449544	2.7259228318693025	0.0018796507751123708
Q0JZA1	20.15574470740335	19.82132400367524	20.355071443918828	21.02755721020105	21.30524087351675	21.15475157519696	1	1	1	2	2	2	No	No	No	No	No	No	Q0JZA1_CUPNH	ABC-type transporter, permease component (FtsX-like permease family protein)	H16_B2141 E6A55_29990	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	388		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857	reh:H16_B2141	1.051803167972448	0.0038728096742196476	1.8966317191303261	0.012687272880697069
Q0JZK1	21.909689915629592	21.91490956629329	21.74914924862443	23.498261677675632	23.385335576379017	23.36939836211895	2	3	1	4	4	4	No	No	No	No	No	No	Q0JZK1_CUPNH	ABC-type transporter, periplasmic component: HAAT family (Ethanolamine utilization protein EutJ)	H16_B2041 E6A55_29500	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	390						reh:H16_B2041	1.559748961875428	2.122861007122722e-05	3.3896879329950567	0.00040767311051258064
Q0JZL7	27.268026209360396	27.082593247168667	26.851536892057215	28.55097255827733	28.373866102000186	28.43026761639673	7	6	7	9	9	9	No	No	No	No	No	No	Q0JZL7_CUPNH	Cold shock protein, DNA-binding (Cold-shock protein)	H16_B2025 E6A55_29430	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	67		cytosol [GO:0005829]	cytosol [GO:0005829]; DNA binding [GO:0003677]	DNA binding [GO:0003677]	GO:0003677; GO:0005829	reh:H16_B2025	1.3843166426959925	0.00045789531626166745	2.5460010235595867	0.0028444544035358785
Q0JZM3	24.3498990648715	24.390541004194137	24.36966421416821	25.58890695598076	25.66161762019852	25.621470263937702	4	5	5	5	5	4	No	No	No	No	No	No	Q0JZM3_CUPNH	Uncharacterized protein	H16_B2019 E6A55_29405	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	67						reh:H16_B2019	1.2539635189610436	8.139075960283187e-07	4.15468330308169	7.003525220251922e-05
Q0JZM8	22.31768898699063	22.363476947004266	22.575780505952167	24.52449467050662	24.507288712041618	24.50545809135994	6	6	6	11	11	11	No	No	No	No	No	No	Q0JZM8_CUPNH	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (EC 3.5.1.-) (Zn-dependent hydrolase)	H16_B2014 E6A55_29380	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	438			hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines [GO:0016813]; metal ion binding [GO:0046872]	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines [GO:0016813]; metal ion binding [GO:0046872]	GO:0016813; GO:0046872	reh:H16_B2014	2.0934316779870414	1.2507079592432736e-05	3.523969822072936	0.0002992472568058292
Q0JZM9	21.721623356599206	21.41706509804389	21.27847153857512	23.99793405086124	23.68938803714434	23.78562465151227	5	6	4	9	9	9	No	No	No	No	No	No	Q0JZM9_CUPNH	Amidase (EC 3.5.1.-)	H16_B2013 E6A55_29375	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	434			hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	GO:0016787	reh:H16_B2013	2.351928915433213	0.0001230901721917099	2.9231090213812156	0.0011936884140451868
Q0JZN0	21.86469626945981	21.597165286469203	21.77730183370105	24.336024035521906	24.047780392654804	24.182625354186374	3	3	3	6	6	6	No	No	No	No	No	No	Q0JZN0_CUPNH	ABC transporter ATP-binding protein (ABC-type transporter, ATPase component: HAAT family (EC 3.6.3.22))	livF3 H16_B2012 E6A55_29370	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	237	L-amino acid transport [GO:0015807]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658]; L-amino acid transport [GO:0015807]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658]	GO:0005524; GO:0005886; GO:0015658; GO:0015807; GO:0016887	reh:H16_B2012	2.4424221309110052	2.867372958580894e-05	3.314879601918161	0.0004843066117611804
Q0JZN1	21.58880924253846	20.30670691795366	20.529754011098554	22.572909965793016	22.446941342927133	22.758230583162582	0	0	0	2	2	2	Si	Si	Si	No	No	No	Q0JZN1_CUPNH	ABC transporter ATP-binding protein (ABC-type transporter, ATPase component: HAAT family (EC 3.6.3.22))	livG3 H16_B2011 E6A55_29365	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	260	D-alanine transmembrane transport [GO:0042941]; L-alanine transport [GO:0015808]; L-isoleucine import across plasma membrane [GO:1903806]; L-valine import across plasma membrane [GO:1903805]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; L-isoleucine transmembrane transporter activity [GO:0015188]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-valine transmembrane transporter activity [GO:0005304]; D-alanine transmembrane transport [GO:0042941]; L-alanine transport [GO:0015808]; L-isoleucine import across plasma membrane [GO:1903806]; L-valine import across plasma membrane [GO:1903805]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; L-isoleucine transmembrane transporter activity [GO:0015188]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-valine transmembrane transporter activity [GO:0005304]	GO:0005304; GO:0005524; GO:0005886; GO:0015188; GO:0015192; GO:0015808; GO:0016887; GO:0042941; GO:1903805; GO:1903806	reh:H16_B2011	1.7842705734306854	0.011706533397195308	1.5319173112914186	0.029382090272066296
Q0JZN4	23.6572926953827	23.759854469452673	23.90169713649158	26.750034094199552	26.709156951916963	26.766059318746773	3	5	5	10	10	9	No	No	No	No	No	No	Q0JZN4_CUPNH	ABC-type transporter, periplasmic component: HAAT family (Branched-chain amino acid ABC transporter substrate-binding protein)	livK3 H16_B2008 E6A55_29350	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	391	amino acid transport [GO:0006865]		amino acid transport [GO:0006865]		GO:0006865	reh:H16_B2008	2.968802021178778	2.1671389940351156e-06	3.923155008006095	0.00011935620233185853
Q0JZP1	26.59986451217755	26.46817326807606	26.314954261636046	27.678921057009298	27.701311336881503	27.76403074472616	5	6	6	7	8	8	No	No	No	No	No	No	Q0JZP1_CUPNH	Probable extra-cytoplasmic solute receptor	H16_B2001	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	324						reh:H16_B2001	1.2537570322424365	0.00012979934705593344	2.911451876646725	0.0012261627639361479
Q0JZP6	23.19322424226489	22.34666769657208	22.467349723065052	23.761442070512636	23.63459798219374	23.68699390415108	1	2	2	2	2	2	No	No	No	No	No	No	Q0JZP6_CUPNH	AraC family transcriptional regulator (Transcriptional regulator, AraC-family)	H16_B1996 E6A55_29290	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	261			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565	reh:H16_B1996	1.0252640983184769	0.01844375316158689	1.3831939002837428	0.041381487685374425
Q0JZR9	21.34779760319083	21.925600276659992	21.931792169722183	23.315544137901732	23.378779965201204	23.32842216007755	3	3	3	4	4	4	No	No	No	No	No	No	Q0JZR9_CUPNH	Probable extra-cytoplasmic solute receptor (Tripartite tricarboxylate transporter substrate binding protein)	H16_B1973 E6A55_29170	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	324						reh:H16_B1973	1.605852071202495	0.0011763459763195314	2.2642601929340613	0.005441765300913965
Q0JZS3	23.59740472359704	23.20764680764428	23.223158381501666	24.576428460932828	24.39207678190559	24.587936549894376	1	1	2	2	2	2	No	No	No	No	No	No	Q0JZS3_CUPNH	Uncharacterized protein	H16_B1969 E6A55_29145	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	84						reh:H16_B1969	1.1760772933299393	0.0011707110631792293	2.2649668280156137	0.005432918272528092
Q0JZV8	25.850555556046785	25.7560035308639	25.86296744192409	27.331105903686357	27.33943658609915	27.25278801189516	6	7	8	9	9	9	No	No	No	No	No	No	Q0JZV8_CUPNH	Phasin family protein	H16_B1934 E6A55_28965	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	142						reh:H16_B1934	1.4846013242819645	4.4453273142938436e-06	3.75162146489898	0.0001771652474287193
Q0JZY1	22.933042674317583	22.871754499922027	22.70620738367841	24.498006439610855	24.43234496549116	24.457363451298026	5	7	7	15	15	15	No	No	No	No	No	No	Q0JZY1_CUPNH	Elongation factor G	H16_B1911 E6A55_28845	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	684	ribosome disassembly [GO:0032790]		GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; ribosome disassembly [GO:0032790]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0032790	reh:H16_B1911	1.625570099494002	2.084282232371223e-05	3.391900637702015	0.00040560132241944
Q0JZZ3	22.822739248226956	22.698366666914527	22.61455295478905	24.33114173519772	24.26239853267724	24.373188955434117	4	5	6	9	10	10	No	No	No	No	No	No	Q0JZZ3_CUPNH	GNAT family N-acetyltransferase (Predicted acetyltransferase (EC 2.3.1.-))	H16_B1899 E6A55_28785	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	147			N-acetyltransferase activity [GO:0008080]	N-acetyltransferase activity [GO:0008080]	GO:0008080	reh:H16_B1899	1.610356784459512	1.9474176150360554e-05	3.4126241457349638	0.00038670149784287384
Q0JZZ8	20.09991094737731	21.870579521688978	21.003793744586897	24.90146257032975	24.621102458329176	24.68148297747528	0	3	0	4	4	4	Si	No	Si	No	No	No	Q0JZZ8_CUPNH	Probable short chain dehydrogenase (SDR family oxidoreductase)	H16_B1894 E6A55_28760	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	257			oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0016616	reh:H16_B1894	3.743254597493671	0.0019485453311413508	2.111342730382383	0.007738508600818508
Q0K012	19.98429503651324	19.992566145848603	19.858452727498044	21.778757521071405	21.75669808781183	21.684539513953965	2	2	2	3	3	3	No	No	No	No	No	No	Q0K012_CUPNH	Coenzyme PQQ synthesis protein C (Iron-containing redox enzyme family protein)	pqqC2 H16_B1880 E6A55_28690	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	243			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491	reh:H16_B1880	1.7948937376591054	4.167075567206883e-06	3.753783619572407	0.00017628541421270858
Q0K013	19.90975161384623	19.568797708911703	20.102739951391808	21.90620229370438	22.062578808806645	22.02198576229598	0	2	3	7	6	7	Si	No	No	No	No	No	Q0K013_CUPNH	Aldehyde dehydrogenase family protein (Aldehyde dehydrogenase, NAD(P)-dependent (EC 1.2.1.-))	H16_B1879 E6A55_28685	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	481			oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620	reh:H16_B1879	2.136492530219087	0.00019550952612014543	2.787666026297275	0.0016305494478420128
Q0K022	23.238480764052923	23.25314267499025	23.139527585812377	24.38039981396867	24.37415669557956	24.33525417491161	8	8	7	13	13	13	No	No	No	No	No	No	Q0K022_CUPNH	Sulfoacetaldehyde acetyltransferase (EC 2.3.3.15)	xsc H16_B1870	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	618	isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]; taurine catabolic process [GO:0019529]	acetolactate synthase complex [GO:0005948]	acetolactate synthase complex [GO:0005948]; acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; sulfoacetaldehyde acetyltransferase activity [GO:0050487]; thiamine pyrophosphate binding [GO:0030976]; isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]; taurine catabolic process [GO:0019529]	acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; sulfoacetaldehyde acetyltransferase activity [GO:0050487]; thiamine pyrophosphate binding [GO:0030976]	GO:0000287; GO:0003984; GO:0005948; GO:0009097; GO:0009099; GO:0019529; GO:0030976; GO:0050487; GO:0050660	reh:H16_B1870	1.15288655320143	7.310287836563275e-06	3.639314376283835	0.0002294487117734215
Q0K061	20.21701055292205	20.5092469007301	20.1286269867482	21.011930065302067	21.63407472911254	21.4659809968048	0	2	3	3	3	2	Si	No	No	No	No	No	Q0K061_CUPNH	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	dapA4 dapA H16_B1831 E6A55_28445	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	304	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]	GO:0005737; GO:0008840; GO:0009089; GO:0019877	reh:H16_B1831	1.0857004502730199	0.0076608284039754075	1.6802796412213334	0.02087951270887415
Q0K064	24.298380960050043	24.198410595073433	24.311393337679295	25.29930857838545	25.379902645116644	25.386597911822257	2	2	6	7	7	6	No	No	No	No	No	No	Q0K064_CUPNH	ABC transporter substrate-binding protein (ABC-type transporter, periplasmic component: POPT family)	H16_B1828 E6A55_28430	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	361	thiamine transport [GO:0015888]	outer membrane-bounded periplasmic space [GO:0030288]	outer membrane-bounded periplasmic space [GO:0030288]; thiamine binding [GO:0030975]; thiamine pyrophosphate binding [GO:0030976]; thiamine transport [GO:0015888]	thiamine binding [GO:0030975]; thiamine pyrophosphate binding [GO:0030976]	GO:0015888; GO:0030288; GO:0030975; GO:0030976	reh:H16_B1828	1.0858747475071908	1.810986606786155e-05	3.429139010908911	0.00037227252853583005
Q0K0D8	20.490735387586177	20.75879071350152	20.664771231549903	21.84320130145255	21.651571499376377	21.798350154307084	2	3	2	3	3	3	No	No	No	No	No	No	Q0K0D8_CUPNH	Probable extra-cytoplasmic solute receptor (Tripartite tricarboxylate transporter substrate binding protein)	H16_B1754 E6A55_28045	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	332						reh:H16_B1754	1.1262752074994715	0.00032131186024554224	2.6490154302858353	0.0022438022010926742
